Survey_Date,Age,Age_group,Gender,Region,Industry,Job_Role,Work_Arrangement,Hours_Per_Week,Mental_Health_Status,Burnout_Level,Burnout_score,Work_Life_Balance_Score,Physical_Health_Issues,Social_Isolation_Score,Salary_Range
2025-06-13,50,36-50,Male,Europe,Technology,Business Analyst,Hybrid,62,None,High,7,4,None,5,$60K-80K
2025-06-13,46,36-50,Female,Oceania,Finance,Business Analyst,Onsite,40,Anxiety,Medium,5,2,Shoulder Pain; Eye Strain,2,$100K-120K
2025-06-14,48,36-50,Male,Africa,Healthcare,Business Analyst,Onsite,52,Stress Disorder,High,9,3,Neck Pain,3,$40K-60K
2025-06-14,60,51-65,Male,Asia,Technology,Business Analyst,Hybrid,60,ADHD,Medium,5,2,Back Pain; Shoulder Pain,2,$100K-120K
2025-06-14,51,51-65,Male,Europe,Marketing,Business Analyst,Remote,50,None,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain,5,$80K-100K
2025-06-14,30,20-35,Female,Asia,Professional Services,Business Analyst,Onsite,62,Depression,Medium,6,5,Eye Strain; Neck Pain,2,$60K-80K
2025-06-14,35,20-35,Male,North America,Technology,Business Analyst,Remote,50,None,High,8,1,Shoulder Pain; Eye Strain; Wrist Pain,4,$40K-60K
2025-06-15,52,51-65,Male,North America,Finance,Business Analyst,Hybrid,63,PTSD,Medium,5,5,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$120K+
2025-06-15,29,20-35,Female,Asia,Professional Services,Business Analyst,Onsite,54,None,Medium,5,3,Back Pain; Shoulder Pain; Wrist Pain,1,$40K-60K
2025-06-15,23,20-35,Male,South America,Education,Business Analyst,Onsite,35,ADHD,Medium,6,4,Back Pain; Neck Pain,3,$80K-100K
2025-06-15,51,51-65,Male,Oceania,Technology,Business Analyst,Remote,63,None,High,10,5,Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-15,39,36-50,Female,South America,Manufacturing,Business Analyst,Hybrid,42,ADHD,Medium,6,3,Eye Strain; Wrist Pain,3,$80K-100K
2025-06-15,39,36-50,Male,Europe,Finance,Business Analyst,Onsite,50,Depression,Low,3,5,Back Pain; Eye Strain,3,$80K-100K
2025-06-16,46,36-50,Male,Africa,Healthcare,Business Analyst,Onsite,45,Burnout,Medium,5,3,Back Pain; Shoulder Pain; Wrist Pain,3,$60K-80K
2025-06-16,27,20-35,Female,Africa,Technology,Business Analyst,Hybrid,43,PTSD,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain,3,$100K-120K
2025-06-16,26,20-35,Male,Africa,Healthcare,Business Analyst,Hybrid,44,Stress Disorder,Low,1,4,Back Pain; Shoulder Pain; Eye Strain,4,$40K-60K
2025-06-16,32,20-35,Female,Oceania,Customer Service,Business Analyst,Remote,42,ADHD,High,10,3,Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-16,40,36-50,Male,Asia,Retail,Business Analyst,Onsite,44,Burnout,Medium,6,2,Back Pain,2,$60K-80K
2025-06-16,37,36-50,Male,North America,Professional Services,Business Analyst,Hybrid,45,None,Medium,5,5,Shoulder Pain,4,$80K-100K
2025-06-16,38,36-50,Female,Africa,Customer Service,Business Analyst,Hybrid,40,ADHD,High,8,4,Back Pain; Shoulder Pain,2,$40K-60K
2025-06-16,46,36-50,Female,Oceania,Customer Service,Business Analyst,Hybrid,61,Stress Disorder,Medium,4,2,Wrist Pain,3,$40K-60K
2025-06-17,34,20-35,Female,Europe,Professional Services,Business Analyst,Onsite,45,ADHD,Low,1,2,None,2,$80K-100K
2025-06-17,39,36-50,Male,Oceania,Retail,Business Analyst,Onsite,50,Depression,Medium,4,3,Shoulder Pain; Eye Strain; Wrist Pain,5,$60K-80K
2025-06-17,31,20-35,Female,Europe,Manufacturing,Business Analyst,Hybrid,59,Stress Disorder,High,9,4,Back Pain,3,$80K-100K
2025-06-18,39,36-50,Female,Europe,Education,Business Analyst,Onsite,62,ADHD,High,8,2,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-18,46,36-50,Male,Europe,Healthcare,Business Analyst,Hybrid,56,None,Medium,6,4,Eye Strain,1,$60K-80K
2025-06-18,52,51-65,Male,Africa,Manufacturing,Business Analyst,Hybrid,39,Depression,Medium,5,4,None,1,$80K-100K
2025-06-18,62,51-65,Female,North America,Retail,Business Analyst,Onsite,38,Burnout,Low,2,2,Back Pain; Shoulder Pain,2,$60K-80K
2025-06-18,47,36-50,Male,South America,Manufacturing,Business Analyst,Onsite,63,PTSD,Low,3,3,Back Pain; Neck Pain,1,$60K-80K
2025-06-18,36,36-50,Female,Asia,Healthcare,Business Analyst,Hybrid,58,PTSD,High,7,4,Wrist Pain,3,$100K-120K
2025-06-18,61,51-65,Female,South America,Professional Services,Business Analyst,Hybrid,56,None,Low,3,1,Back Pain; Eye Strain; Neck Pain,3,$60K-80K
2025-06-18,43,36-50,Male,Europe,Professional Services,Business Analyst,Onsite,64,Burnout,Medium,6,3,Back Pain; Shoulder Pain; Wrist Pain,1,$40K-60K
2025-06-19,56,51-65,Female,Oceania,Marketing,Business Analyst,Onsite,45,None,High,10,2,Neck Pain; Wrist Pain,3,$60K-80K
2025-06-19,45,36-50,Female,Oceania,Marketing,Business Analyst,Onsite,45,Burnout,Medium,4,5,Eye Strain,1,$60K-80K
2025-06-19,45,36-50,Female,North America,Professional Services,Business Analyst,Remote,61,Stress Disorder,Medium,4,4,Shoulder Pain,5,$60K-80K
2025-06-19,40,36-50,Female,North America,Technology,Business Analyst,Onsite,45,Depression,Medium,4,1,Wrist Pain,2,$60K-80K
2025-06-19,26,20-35,Male,South America,Customer Service,Business Analyst,Hybrid,51,Stress Disorder,High,8,1,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$80K-100K
2025-06-19,50,36-50,Male,Oceania,Finance,Business Analyst,Hybrid,55,None,Low,3,4,Shoulder Pain; Neck Pain,3,$60K-80K
2025-06-20,59,51-65,Female,Europe,Technology,Business Analyst,Onsite,55,None,High,9,3,Eye Strain,2,$80K-100K
2025-06-20,50,36-50,Female,North America,Customer Service,Business Analyst,Remote,63,ADHD,Medium,5,3,Shoulder Pain,4,$80K-100K
2025-06-20,35,20-35,Male,Oceania,Healthcare,Business Analyst,Hybrid,38,Burnout,High,9,1,Back Pain,3,$60K-80K
2025-06-20,52,51-65,Male,South America,Finance,Business Analyst,Onsite,36,Anxiety,Low,3,1,Back Pain,3,$100K-120K
2025-06-20,34,20-35,Male,North America,Professional Services,Business Analyst,Onsite,37,Depression,Low,2,3,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,3,$80K-100K
2025-06-20,37,36-50,Female,South America,Marketing,Business Analyst,Hybrid,43,None,High,10,3,None,4,$100K-120K
2025-06-20,44,36-50,Female,Oceania,Customer Service,Business Analyst,Onsite,51,Anxiety,High,10,3,Back Pain; Wrist Pain,2,$80K-100K
2025-06-21,42,36-50,Female,Asia,Manufacturing,Business Analyst,Remote,47,None,High,10,3,Wrist Pain,1,$40K-60K
2025-06-21,40,36-50,Male,Europe,Professional Services,Business Analyst,Onsite,38,Stress Disorder,Medium,4,1,Shoulder Pain; Neck Pain,3,$40K-60K
2025-06-21,46,36-50,Male,Africa,Professional Services,Business Analyst,Remote,36,Anxiety,High,10,4,Back Pain; Eye Strain,2,$60K-80K
2025-06-21,53,51-65,Female,Europe,Technology,Business Analyst,Remote,41,Burnout,Low,1,5,Back Pain; Eye Strain; Neck Pain,3,$80K-100K
2025-06-21,35,20-35,Male,North America,Manufacturing,Business Analyst,Remote,42,PTSD,Medium,5,2,Back Pain; Eye Strain; Wrist Pain,5,$60K-80K
2025-06-22,47,36-50,Female,Africa,Customer Service,Business Analyst,Onsite,53,PTSD,Low,3,1,Shoulder Pain,4,$60K-80K
2025-06-22,50,36-50,Male,Europe,Education,Business Analyst,Hybrid,42,Depression,Medium,5,2,Back Pain; Shoulder Pain,4,$40K-60K
2025-06-22,58,51-65,Male,Asia,Professional Services,Business Analyst,Onsite,48,None,High,7,2,Shoulder Pain; Wrist Pain,3,$60K-80K
2025-06-23,42,36-50,Male,South America,Manufacturing,Business Analyst,Remote,65,PTSD,High,8,3,Back Pain; Shoulder Pain; Neck Pain,2,$120K+
2025-06-23,45,36-50,Female,South America,Professional Services,Business Analyst,Onsite,49,None,High,8,5,Back Pain,2,$60K-80K
2025-06-23,27,20-35,Male,Asia,Retail,Business Analyst,Hybrid,44,PTSD,High,8,5,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-23,34,20-35,Male,Oceania,Professional Services,Business Analyst,Onsite,47,Anxiety,Medium,5,2,Back Pain; Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-23,24,20-35,Male,Asia,Retail,Business Analyst,Hybrid,55,ADHD,Medium,4,5,Shoulder Pain; Eye Strain,4,$60K-80K
2025-06-23,53,51-65,Male,Africa,Marketing,Business Analyst,Onsite,62,PTSD,Low,3,3,Neck Pain,2,$60K-80K
2025-06-24,51,51-65,Male,Africa,Marketing,Business Analyst,Onsite,35,ADHD,Low,2,2,Back Pain; Shoulder Pain; Neck Pain,1,$60K-80K
2025-06-24,56,51-65,Female,Europe,Finance,Business Analyst,Onsite,35,None,Medium,5,3,Shoulder Pain; Eye Strain; Wrist Pain,2,$80K-100K
2025-06-24,62,51-65,Male,Africa,Professional Services,Business Analyst,Onsite,37,Stress Disorder,High,10,4,Back Pain,1,$80K-100K
2025-06-24,48,36-50,Female,North America,Finance,Business Analyst,Onsite,53,None,High,10,3,Back Pain; Eye Strain; Wrist Pain,2,$60K-80K
2025-06-24,59,51-65,Male,Oceania,Technology,Business Analyst,Hybrid,41,None,High,9,4,Shoulder Pain; Wrist Pain,3,$80K-100K
2025-06-25,56,51-65,Male,Oceania,Finance,Business Analyst,Onsite,52,Stress Disorder,Medium,6,2,Back Pain; Shoulder Pain,1,$80K-100K
2025-06-25,32,20-35,Male,Asia,Technology,Business Analyst,Remote,49,Burnout,High,10,1,Shoulder Pain,5,$40K-60K
2025-06-25,65,51-65,Female,Africa,Customer Service,Business Analyst,Onsite,38,Anxiety,High,7,3,Shoulder Pain; Eye Strain,3,$120K+
2025-06-25,64,51-65,Female,South America,Technology,Business Analyst,Hybrid,39,None,Medium,6,4,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,3,$80K-100K
2025-06-25,38,36-50,Male,Africa,Customer Service,Business Analyst,Remote,61,ADHD,Low,1,4,None,4,$60K-80K
2025-06-26,61,51-65,Female,North America,Retail,Business Analyst,Remote,62,ADHD,Medium,4,4,Back Pain; Shoulder Pain; Wrist Pain,3,$40K-60K
2025-06-26,36,36-50,Male,Oceania,Marketing,Business Analyst,Onsite,57,None,High,7,3,Back Pain; Shoulder Pain; Eye Strain,2,$60K-80K
2025-06-26,61,51-65,Male,Africa,Manufacturing,Business Analyst,Onsite,53,Depression,Medium,5,5,Back Pain,2,$80K-100K
2025-06-26,31,20-35,Female,Europe,Finance,Business Analyst,Hybrid,36,Anxiety,High,8,3,Wrist Pain,2,$100K-120K
2025-06-26,58,51-65,Female,Oceania,Education,Business Analyst,Onsite,37,Anxiety,Medium,5,4,Eye Strain,4,$80K-100K
2025-06-01,37,36-50,Male,Oceania,Finance,Consultant,Hybrid,37,None,Low,1,4,Back Pain; Eye Strain,2,$80K-100K
2025-06-02,29,20-35,Female,North America,Professional Services,Consultant,Onsite,48,Stress Disorder,Low,2,5,Neck Pain,3,$60K-80K
2025-06-02,59,51-65,Male,South America,Manufacturing,Consultant,Hybrid,47,Anxiety,High,8,3,Shoulder Pain; Eye Strain,1,$40K-60K
2025-06-02,63,51-65,Female,Asia,Professional Services,Consultant,Hybrid,44,Depression,Medium,5,5,Shoulder Pain; Wrist Pain,3,$80K-100K
2025-06-02,56,51-65,Male,Asia,Manufacturing,Consultant,Hybrid,55,None,Medium,5,4,Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-03,26,20-35,Female,Oceania,Healthcare,Consultant,Onsite,50,Anxiety,Low,2,4,Neck Pain; Wrist Pain,1,$60K-80K
2025-06-03,34,20-35,Male,Africa,Technology,Consultant,Hybrid,45,Anxiety,High,8,2,None,2,$60K-80K
2025-06-03,43,36-50,Non-binary,Europe,Finance,Consultant,Onsite,56,None,Medium,6,4,Back Pain; Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-03,56,51-65,Female,Europe,Finance,Consultant,Onsite,60,Burnout,Low,3,4,Shoulder Pain; Eye Strain,1,$60K-80K
2025-06-03,28,20-35,Male,North America,Professional Services,Consultant,Onsite,58,Depression,Low,3,4,Back Pain; Shoulder Pain,2,$100K-120K
2025-06-04,65,51-65,Male,South America,Finance,Consultant,Hybrid,64,Depression,Medium,6,3,Shoulder Pain; Eye Strain,2,$80K-100K
2025-06-04,33,20-35,Male,Asia,Retail,Consultant,Remote,44,Anxiety,Medium,6,3,Shoulder Pain,3,$60K-80K
2025-06-05,30,20-35,Male,Asia,Manufacturing,Consultant,Remote,43,Stress Disorder,Medium,4,2,Eye Strain,1,$60K-80K
2025-06-05,27,20-35,Male,North America,Customer Service,Consultant,Onsite,62,Burnout,Medium,6,4,Neck Pain,3,$40K-60K
2025-06-05,34,20-35,Female,Europe,Healthcare,Consultant,Remote,37,Stress Disorder,High,8,5,Neck Pain,4,$80K-100K
2025-06-05,28,20-35,Male,North America,Marketing,Consultant,Hybrid,50,PTSD,High,10,1,Back Pain; Eye Strain,2,$60K-80K
2025-06-05,53,51-65,Male,Africa,Professional Services,Consultant,Hybrid,38,Depression,High,8,4,Shoulder Pain; Neck Pain; Wrist Pain,2,$60K-80K
2025-06-05,46,36-50,Female,South America,Professional Services,Consultant,Onsite,61,Anxiety,Low,2,2,Back Pain,2,$80K-100K
2025-06-05,29,20-35,Non-binary,Asia,Education,Consultant,Hybrid,61,None,Medium,5,5,Eye Strain,2,$80K-100K
2025-06-06,49,36-50,Male,Africa,Healthcare,Consultant,Onsite,40,Stress Disorder,Low,1,3,Eye Strain,2,$60K-80K
2025-06-06,56,51-65,Male,Asia,Finance,Consultant,Remote,43,PTSD,High,7,3,Back Pain,4,$40K-60K
2025-06-06,46,36-50,Male,South America,Technology,Consultant,Onsite,43,PTSD,Low,3,2,Back Pain,1,$80K-100K
2025-06-07,53,51-65,Male,Asia,Technology,Consultant,Onsite,64,PTSD,Medium,5,3,Shoulder Pain; Neck Pain,3,$100K-120K
2025-06-07,64,51-65,Female,South America,Technology,Consultant,Remote,37,Anxiety,High,9,4,Back Pain; Shoulder Pain,3,$60K-80K
2025-06-07,36,36-50,Male,South America,Technology,Consultant,Hybrid,35,Anxiety,Medium,6,2,Back Pain; Eye Strain,3,$40K-60K
2025-06-07,36,36-50,Male,Europe,Healthcare,Consultant,Onsite,38,ADHD,High,8,2,Back Pain; Eye Strain,2,$40K-60K
2025-06-07,47,36-50,Female,Europe,Marketing,Consultant,Onsite,47,Stress Disorder,Low,3,2,Back Pain,2,$40K-60K
2025-06-07,57,51-65,Female,Africa,Technology,Consultant,Hybrid,61,Anxiety,Medium,4,3,Eye Strain,1,$100K-120K
2025-06-08,35,20-35,Male,Europe,Manufacturing,Consultant,Onsite,46,Depression,High,10,3,Neck Pain,4,$40K-60K
2025-06-08,44,36-50,Female,Africa,Manufacturing,Consultant,Remote,58,Burnout,Medium,4,2,Back Pain; Shoulder Pain; Eye Strain; Neck Pain,2,$60K-80K
2025-06-08,65,51-65,Male,Africa,Technology,Consultant,Hybrid,47,PTSD,Medium,6,3,None,3,$40K-60K
2025-06-08,30,20-35,Female,Oceania,Technology,Consultant,Onsite,46,Depression,High,8,4,None,1,$120K+
2025-06-08,37,36-50,Female,Europe,Customer Service,Consultant,Remote,39,Burnout,Medium,4,3,Shoulder Pain,5,$40K-60K
2025-06-08,30,20-35,Male,Oceania,Professional Services,Consultant,Onsite,51,None,Medium,4,3,Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-09,62,51-65,Male,Africa,Professional Services,Consultant,Hybrid,54,Stress Disorder,Low,2,3,Shoulder Pain; Eye Strain; Wrist Pain,1,$60K-80K
2025-06-09,37,36-50,Female,South America,Finance,Consultant,Onsite,58,Stress Disorder,High,10,2,Back Pain; Eye Strain,2,$80K-100K
2025-06-09,39,36-50,Female,North America,Retail,Consultant,Onsite,55,None,Medium,5,3,Back Pain; Eye Strain,2,$80K-100K
2025-06-10,52,51-65,Prefer not to say,North America,Retail,Consultant,Onsite,41,ADHD,Low,3,5,Wrist Pain,2,$60K-80K
2025-06-10,29,20-35,Male,South America,Professional Services,Consultant,Onsite,46,PTSD,Medium,6,3,Shoulder Pain; Eye Strain,3,$80K-100K
2025-06-10,22,20-35,Male,Asia,Manufacturing,Consultant,Hybrid,35,ADHD,Medium,6,3,Back Pain; Eye Strain,2,$80K-100K
2025-06-10,26,20-35,Female,Africa,Healthcare,Consultant,Onsite,37,None,Medium,6,3,Back Pain; Wrist Pain,1,$60K-80K
2025-06-10,34,20-35,Non-binary,South America,Professional Services,Consultant,Onsite,40,PTSD,Low,3,5,Eye Strain,3,$80K-100K
2025-06-11,52,51-65,Female,South America,Healthcare,Consultant,Onsite,56,Depression,Medium,4,4,Back Pain; Eye Strain; Neck Pain; Wrist Pain,2,$60K-80K
2025-06-11,34,20-35,Female,South America,Manufacturing,Consultant,Remote,51,ADHD,High,10,2,Eye Strain,3,$40K-60K
2025-06-11,30,20-35,Male,Europe,Professional Services,Consultant,Onsite,36,Anxiety,Medium,5,3,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-11,55,51-65,Female,Asia,Finance,Consultant,Remote,49,Burnout,High,9,1,Shoulder Pain; Eye Strain,2,$40K-60K
2025-06-11,28,20-35,Female,Europe,Professional Services,Consultant,Hybrid,53,ADHD,High,7,2,Eye Strain,3,$40K-60K
2025-06-11,23,20-35,Female,Oceania,Manufacturing,Consultant,Onsite,47,PTSD,Low,1,2,Back Pain; Eye Strain,2,$100K-120K
2025-06-11,37,36-50,Female,North America,Professional Services,Consultant,Onsite,59,None,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain,5,$80K-100K
2025-06-12,52,51-65,Female,Asia,Professional Services,Consultant,Hybrid,46,Depression,High,9,1,Eye Strain,3,$60K-80K
2025-06-12,55,51-65,Non-binary,Oceania,Technology,Consultant,Hybrid,50,None,High,7,3,Back Pain,3,$80K-100K
2025-06-12,52,51-65,Male,Africa,Technology,Consultant,Hybrid,56,Stress Disorder,High,9,2,Back Pain; Eye Strain,3,$60K-80K
2025-06-13,64,51-65,Male,North America,Technology,Consultant,Hybrid,57,ADHD,Medium,4,5,Shoulder Pain,3,$120K+
2025-06-13,48,36-50,Male,Africa,Retail,Consultant,Onsite,50,Depression,Medium,5,3,Neck Pain,2,$60K-80K
2025-06-13,64,51-65,Non-binary,South America,Marketing,Consultant,Onsite,55,ADHD,High,9,3,Back Pain; Shoulder Pain,2,$80K-100K
2025-06-13,48,36-50,Female,North America,Education,Consultant,Hybrid,36,None,Low,2,4,None,2,$120K+
2025-06-13,54,51-65,Female,Oceania,Technology,Consultant,Remote,53,Burnout,High,9,2,None,1,$80K-100K
2025-06-13,48,36-50,Male,South America,Professional Services,Consultant,Hybrid,40,Burnout,High,9,1,Shoulder Pain; Eye Strain,3,$40K-60K
2025-06-14,25,20-35,Male,Oceania,Education,Consultant,Remote,49,Anxiety,Low,3,3,Eye Strain; Neck Pain,5,$60K-80K
2025-06-14,50,36-50,Male,South America,Customer Service,Consultant,Onsite,45,None,High,10,3,Eye Strain,3,$80K-100K
2025-06-14,35,20-35,Male,North America,Manufacturing,Consultant,Hybrid,50,Burnout,Medium,5,5,None,4,$80K-100K
2025-06-14,28,20-35,Male,Oceania,Technology,Consultant,Remote,41,Anxiety,Low,1,3,Back Pain; Neck Pain,1,$40K-60K
2025-06-15,34,20-35,Female,Europe,Professional Services,Consultant,Onsite,61,Depression,Medium,6,4,Back Pain; Neck Pain,2,$40K-60K
2025-06-15,54,51-65,Female,South America,Finance,Consultant,Onsite,39,PTSD,High,10,3,Back Pain; Shoulder Pain; Eye Strain,3,$100K-120K
2025-06-15,60,51-65,Male,South America,Technology,Consultant,Hybrid,51,None,Low,2,5,Shoulder Pain,2,$60K-80K
2025-06-16,46,36-50,Male,Asia,Marketing,Consultant,Onsite,48,Stress Disorder,Medium,6,5,Neck Pain,1,$60K-80K
2025-06-16,61,51-65,Male,North America,Professional Services,Consultant,Onsite,40,Burnout,Low,2,3,Shoulder Pain; Eye Strain,4,$40K-60K
2025-06-16,48,36-50,Female,Asia,Finance,Consultant,Onsite,52,Burnout,High,7,3,Back Pain; Eye Strain,2,$60K-80K
2025-06-17,45,36-50,Male,Europe,Technology,Consultant,Remote,51,PTSD,High,8,2,Back Pain; Eye Strain,4,$80K-100K
2025-06-17,44,36-50,Female,North America,Marketing,Consultant,Onsite,41,Stress Disorder,Low,2,3,Shoulder Pain; Neck Pain; Wrist Pain,1,$80K-100K
2025-06-17,34,20-35,Female,South America,Finance,Consultant,Onsite,40,Depression,Medium,4,2,None,4,$60K-80K
2025-06-17,50,36-50,Male,Europe,Manufacturing,Consultant,Hybrid,39,Burnout,Low,2,4,Back Pain; Neck Pain,2,$40K-60K
2025-06-18,38,36-50,Female,South America,Technology,Consultant,Hybrid,46,Anxiety,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain; Wrist Pain,4,$60K-80K
2025-06-18,28,20-35,Female,Asia,Manufacturing,Consultant,Remote,39,Anxiety,Medium,4,4,Eye Strain; Wrist Pain,4,$60K-80K
2025-06-19,39,36-50,Female,Africa,Finance,Consultant,Hybrid,61,Depression,Medium,5,2,Shoulder Pain; Eye Strain; Neck Pain,4,$80K-100K
2025-06-19,64,51-65,Female,North America,Professional Services,Consultant,Onsite,64,PTSD,Low,2,2,Shoulder Pain; Eye Strain,4,$80K-100K
2025-06-19,24,20-35,Male,Europe,Technology,Consultant,Hybrid,63,None,High,8,4,Back Pain; Shoulder Pain,3,$40K-60K
2025-06-19,65,51-65,Female,Asia,Professional Services,Consultant,Onsite,63,PTSD,Medium,5,3,Back Pain; Shoulder Pain; Wrist Pain,1,$100K-120K
2025-06-19,56,51-65,Male,Oceania,Finance,Consultant,Onsite,60,Anxiety,Medium,5,4,Back Pain; Shoulder Pain; Eye Strain,3,$60K-80K
2025-06-20,25,20-35,Male,Asia,Healthcare,Consultant,Remote,37,Depression,High,10,3,Neck Pain,5,$60K-80K
2025-06-20,55,51-65,Female,South America,Technology,Consultant,Hybrid,54,None,Medium,6,1,Back Pain,1,$120K+
2025-06-20,63,51-65,Female,Africa,Professional Services,Consultant,Onsite,44,Burnout,Medium,4,4,Back Pain; Eye Strain; Neck Pain,2,$100K-120K
2025-06-20,24,20-35,Female,Asia,Finance,Consultant,Onsite,53,None,Medium,5,4,Back Pain; Eye Strain,2,$100K-120K
2025-06-20,56,51-65,Female,North America,Marketing,Consultant,Onsite,65,Stress Disorder,Medium,4,5,Back Pain; Eye Strain,3,$100K-120K
2025-06-20,36,36-50,Male,Asia,Finance,Consultant,Onsite,43,Burnout,Low,1,3,None,2,$60K-80K
2025-06-20,29,20-35,Male,South America,Professional Services,Consultant,Onsite,46,Anxiety,Medium,6,2,Neck Pain; Wrist Pain,3,$80K-100K
2025-06-20,63,51-65,Male,Europe,Professional Services,Consultant,Remote,59,None,Medium,4,3,Back Pain; Shoulder Pain; Eye Strain,1,$40K-60K
2025-06-20,22,20-35,Female,South America,Technology,Consultant,Hybrid,45,PTSD,Medium,4,4,Back Pain; Shoulder Pain,4,$60K-80K
2025-06-21,49,36-50,Male,South America,Professional Services,Consultant,Onsite,59,None,Low,2,4,Back Pain; Eye Strain; Neck Pain,4,$80K-100K
2025-06-21,60,51-65,Male,Oceania,Education,Consultant,Onsite,60,Burnout,Low,2,4,None,2,$60K-80K
2025-06-21,52,51-65,Female,North America,Marketing,Consultant,Onsite,46,Stress Disorder,High,8,4,Back Pain; Shoulder Pain,2,$40K-60K
2025-06-21,62,51-65,Male,South America,Marketing,Consultant,Onsite,38,ADHD,Medium,4,4,Shoulder Pain; Neck Pain; Wrist Pain,1,$60K-80K
2025-06-21,25,20-35,Female,Africa,Finance,Consultant,Remote,47,Depression,High,8,4,Back Pain; Eye Strain,4,$80K-100K
2025-06-21,50,36-50,Male,Africa,Professional Services,Consultant,Onsite,65,Anxiety,Medium,5,5,Back Pain; Shoulder Pain,1,$40K-60K
